,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
1051,1.0,1.0,0.1,23.7,23.1,28.5,35.8,1
1052,2.0,1.0,0.1,23.7,23.1,28.5,35.8,0
1054,2.0,1.0,0.1,23.7,23.1,28.5,35.8,2
1064,2.0,2.0,0.1,23.7,23.1,23.3,40.8,-1
1065,4.0,1.0,0.1,23.7,23.1,23.3,40.8,-1
1066,3.0,1.0,0.1,23.7,23.1,23.3,40.8,-1
1068,3.0,1.0,0.1,23.7,23.1,23.3,40.8,0
1069,2.0,1.0,0.1,23.7,23.1,23.3,40.8,-1
1070,3.0,2.0,0.1,23.7,23.1,23.3,40.8,0
1072,1.0,1.0,0.1,23.7,23.1,48.3,32.8,2
1075,3.0,1.0,0.1,23.7,23.1,48.3,32.8,0
1077,1.0,1.0,0.1,23.7,23.1,48.3,32.8,1
1078,2.0,2.0,0.1,23.7,23.1,48.3,32.8,2
1081,1.0,2.0,0.1,23.7,23.1,48.3,32.8,2
1084,2.0,2.0,0.1,22.4,23.1,54.0,14.1,-1
1085,6.0,2.0,0.1,22.4,23.1,54.0,14.1,-1
1086,3.0,1.0,0.1,22.4,23.1,54.0,14.1,-1
1089,4.0,2.0,0.1,22.4,23.1,54.0,14.1,0
1091,3.0,2.0,0.1,22.4,23.1,54.0,14.1,-1
1094,3.0,1.0,0.1,22.4,23.1,54.0,14.1,0
1095,3.0,2.0,0.1,22.4,23.1,54.0,14.1,0
1101,5.0,2.0,0.1,22.4,23.1,54.0,14.1,-1
1104,6.0,2.0,0.1,22.4,23.1,54.0,14.1,0
1110,4.0,2.0,0.1,22.4,23.1,54.0,14.1,1
1113,2.0,1.0,0.1,22.4,23.1,54.0,14.1,-1
1114,4.0,1.0,0.1,22.4,23.1,54.0,14.1,1
1115,4.0,1.0,0.1,22.4,23.1,54.0,14.1,-1
1116,5.0,2.0,0.1,22.4,23.1,54.0,14.1,0
1119,5.0,1.0,0.1,22.4,23.1,54.0,14.1,-1
1120,5.0,1.0,0.1,22.4,23.1,54.0,14.1,0
1123,4.0,1.0,0.03,20.5,23.1,31.0,22.7,-1
1124,3.0,2.0,0.03,20.5,23.1,31.0,22.7,0
1125,2.0,1.0,0.03,20.5,23.1,31.0,22.7,-1
1126,2.0,1.0,0.03,20.5,23.1,31.0,22.7,0
1128,2.0,2.0,0.03,20.5,23.1,31.0,22.7,0
1130,2.0,2.0,0.03,20.5,23.1,31.0,22.7,-1
1131,2.0,2.0,0.1,21.9,23.1,75.0,14.1,0
1133,2.0,1.0,0.1,21.9,23.1,75.0,14.1,0
1134,2.0,1.0,0.1,21.9,23.1,75.0,14.1,-1
1136,2.0,2.0,0.1,21.9,23.1,75.0,14.1,-1
1145,2.0,1.0,0.1,21.9,23.1,75.0,14.1,-2
1146,1.0,2.0,0.1,21.9,23.1,75.0,14.1,-2
1152,2.0,2.0,0.1,21.9,23.1,75.0,14.1,-2
1159,3.0,2.0,0.1,21.9,23.1,75.0,14.1,-2
1172,1.0,1.0,0.1,22.0,23.1,60.0,14.5,0
1174,1.0,2.0,0.1,22.0,23.1,60.0,14.5,-1
1175,1.0,2.0,0.1,22.0,23.1,60.0,14.5,0
1180,1.0,1.0,0.1,22.0,23.1,60.0,14.5,-1
1191,2.0,1.0,0.1,22.0,23.1,60.0,14.5,-1
1203,1.0,1.0,0.1,22.8,23.1,36.0,20.4,0
1204,1.0,2.0,0.1,22.8,23.1,36.0,20.4,-1
1208,1.0,2.0,0.1,22.8,23.1,36.0,20.4,0
1216,1.0,2.0,0.1,22.8,23.1,36.0,20.4,1
1237,1.0,1.0,0.1,22.8,23.1,36.0,20.4,1
1244,1.0,2.0,0.1,23.7,23.1,39.0,30.43,1
1245,1.0,1.0,0.1,23.7,23.1,39.0,30.43,2
1246,2.0,2.0,0.1,23.7,23.1,39.0,30.43,0
1247,3.0,2.0,0.1,23.7,23.1,39.0,30.43,0
1248,1.0,1.0,0.1,23.7,23.1,39.0,30.43,0
1249,1.0,1.0,0.1,23.7,23.1,39.0,30.43,1
1250,1.0,1.0,0.1,23.7,23.1,39.0,30.43,-1
1251,2.0,2.0,0.1,23.7,23.1,39.0,30.43,1
1254,4.0,1.0,0.1,23.7,23.1,39.0,30.43,1
1266,2.0,1.0,0.1,23.7,23.1,39.0,30.43,1
1269,1.0,2.0,0.1,23.7,23.1,39.0,30.43,0
1284,3.0,1.0,0.1,23.7,23.1,88.14,19.46,-1
1285,2.0,1.0,0.1,23.7,23.1,88.14,19.46,0
1289,2.0,1.0,0.1,23.7,23.1,88.14,19.46,-1
1294,2.0,2.0,0.1,23.7,23.1,88.14,19.46,0
1295,2.0,2.0,0.1,23.7,23.1,99.73,3.88,0
1296,2.0,2.0,0.1,23.7,23.1,99.73,3.88,-2
1297,1.0,2.0,0.1,23.7,23.1,99.73,3.88,0
1298,1.0,1.0,0.1,23.7,23.1,99.73,3.88,-1
1300,2.0,1.0,0.1,23.7,23.1,99.73,3.88,-1
1303,2.0,1.0,0.1,23.7,23.1,99.73,3.88,0
1304,1.0,1.0,0.1,23.7,23.1,99.73,3.88,0
1307,2.0,1.0,0.1,23.7,23.1,99.73,3.88,1
1312,1.0,1.0,0.1,23.7,23.1,99.73,3.88,1
1319,1.0,2.0,0.1,23.7,23.1,99.73,3.88,1
1330,2.0,2.0,0.1,23.7,23.1,99.73,3.88,-1
1345,1.0,2.0,0.1,23.7,23.1,99.73,3.88,-1
1352,2.0,2.0,0.1,23.7,23.1,88.0,8.3,0
1353,1.0,1.0,0.1,23.7,23.1,88.0,8.3,-1
1354,1.0,2.0,0.1,23.7,23.1,88.0,8.3,0
1358,1.0,1.0,0.1,23.7,23.1,88.0,8.3,0
1361,3.0,1.0,0.1,23.7,23.1,88.0,8.3,0
1364,3.0,2.0,0.1,23.7,23.1,88.0,8.3,1
1366,3.0,2.0,0.1,23.7,23.1,88.0,8.3,0
1369,2.0,1.0,0.1,23.7,23.1,88.0,8.3,0
1373,4.0,2.0,0.1,23.7,23.1,88.0,8.3,0
1375,1.0,2.0,0.1,23.7,23.1,88.0,8.3,-1
1376,1.0,1.0,0.1,23.7,23.1,88.0,8.3,1
1378,2.0,1.0,0.1,23.7,23.1,88.0,8.3,-1
1383,4.0,1.0,0.1,23.7,23.1,88.0,8.3,0
1407,2.0,2.0,0.1,23.7,23.1,88.0,8.3,1
1413,2.0,2.0,0.1,23.7,23.1,88.0,8.3,-1
1418,1.0,2.0,0.1,23.7,23.1,88.0,8.3,1
1435,1.0,2.0,0.1,23.7,23.1,75.0,3.3,1
1436,4.0,1.0,0.1,23.7,23.1,75.0,3.3,0
1437,2.0,1.0,0.1,23.7,23.1,75.0,3.3,0
1440,2.0,2.0,0.1,23.7,23.1,75.0,3.3,0
1441,1.0,1.0,0.1,23.7,23.1,75.0,3.3,0
1447,3.0,1.0,0.1,23.7,23.1,75.0,3.3,0
1451,1.0,2.0,0.1,23.7,23.1,75.0,3.3,0
1454,2.0,2.0,0.1,23.7,23.1,91.0,1.1,0
1455,1.0,1.0,0.1,23.7,23.1,91.0,1.1,0
1456,3.0,1.0,0.1,23.7,23.1,91.0,1.1,-1
1457,2.0,2.0,0.1,23.7,23.1,91.0,1.1,-1
1459,1.0,1.0,0.1,23.7,23.1,91.0,1.1,-1
1460,2.0,2.0,0.1,23.7,23.1,91.0,1.1,1
1463,2.0,1.0,0.1,23.7,23.1,91.0,1.1,1
1464,1.0,2.0,0.1,23.7,23.1,91.0,1.1,0
1465,2.0,1.0,0.1,23.7,23.1,91.0,1.1,-1
1468,1.0,2.0,0.1,23.7,23.1,91.0,1.1,1
1470,3.0,1.0,0.1,23.7,23.1,91.0,1.1,0
1473,4.0,1.0,0.1,23.7,23.1,77.0,15.0,-1
1474,2.0,2.0,0.1,23.7,23.1,77.0,15.0,0
1477,2.0,2.0,0.1,23.7,23.1,77.0,15.0,-1
1479,5.0,2.0,0.1,23.7,23.1,77.0,15.0,0
1481,2.0,1.0,0.1,23.7,23.1,77.0,15.0,0
1486,5.0,2.0,0.1,23.7,23.1,77.0,15.0,1
1489,3.0,2.0,0.1,23.7,23.1,77.0,15.0,-1
1495,2.0,1.0,0.1,23.7,23.1,77.0,15.0,-1
1500,4.0,2.0,0.1,23.7,23.1,77.0,15.0,0
1506,3.0,2.0,0.1,23.7,23.1,77.0,15.0,0
1518,3.0,1.0,0.1,23.7,23.1,77.0,15.0,0
1519,2.0,1.0,0.1,23.7,23.1,77.0,15.0,1
1520,2.0,1.0,0.1,23.7,23.1,60.0,18.3,0
1521,1.0,2.0,0.1,23.7,23.1,60.0,18.3,0
1522,3.0,2.0,0.1,23.7,23.1,60.0,18.3,0
1523,3.0,1.0,0.1,23.7,23.1,60.0,18.3,-1
1524,1.0,1.0,0.1,23.7,23.1,60.0,18.3,1
1526,1.0,1.0,0.1,23.7,23.1,60.0,18.3,0
1532,2.0,2.0,0.1,23.7,23.1,60.0,18.3,0
1542,2.0,2.0,0.1,23.7,23.1,60.0,18.3,1
1548,3.0,2.0,0.1,23.7,23.1,60.0,18.3,1
1549,2.0,2.0,0.1,23.7,23.1,60.0,18.3,-1
1551,2.0,1.0,0.1,23.7,23.1,60.0,18.3,-1
1553,1.0,1.0,0.1,23.7,23.1,60.0,18.3,-1
1556,3.0,2.0,0.1,23.7,23.1,53.0,21.7,0
1557,2.0,1.0,0.1,23.7,23.1,53.0,21.7,0
1558,3.0,1.0,0.1,23.7,23.1,53.0,21.7,0
1559,2.0,1.0,0.1,23.7,23.1,53.0,21.7,-1
1560,1.0,1.0,0.1,23.7,23.1,53.0,21.7,0
1561,1.0,1.0,0.1,23.7,23.1,53.0,21.7,-1
1565,1.0,2.0,0.1,23.7,23.1,53.0,21.7,1
1566,2.0,2.0,0.1,23.7,23.1,53.0,21.7,0
1568,2.0,2.0,0.1,23.7,23.1,53.0,21.7,2
1569,1.0,2.0,0.1,23.7,23.1,53.0,21.7,0
1571,2.0,2.0,0.1,23.7,23.1,53.0,21.7,1
1575,1.0,2.0,0.1,23.0,23.1,44.0,12.0,0
1577,2.0,2.0,0.1,23.0,23.1,44.0,12.0,0
1578,1.0,2.0,0.1,23.0,23.1,44.0,12.0,1
1582,1.0,1.0,0.1,23.0,23.1,44.0,12.0,0
1585,2.0,2.0,0.1,23.0,23.1,44.0,12.0,1
1586,1.0,1.0,0.1,23.0,23.1,44.0,12.0,1
1587,1.0,1.0,0.1,23.0,23.1,44.0,12.0,-1
1589,2.0,1.0,0.1,23.0,23.1,44.0,12.0,0
1592,1.0,2.0,0.1,23.0,23.1,44.0,12.0,-1
1595,2.0,1.0,0.1,23.0,23.1,44.0,12.0,-1
1607,4.0,1.0,0.1,23.0,23.1,44.0,12.0,0
1613,3.0,2.0,0.1,23.0,23.1,44.0,12.0,0
1626,3.0,1.0,0.1,23.0,23.1,44.0,12.0,1
1647,2.0,2.0,0.1,23.0,23.1,44.0,12.0,-1
1687,3.0,1.0,0.1,23.0,23.1,44.0,12.0,0
1706,1.0,2.0,0.1,24.1,23.1,53.0,27.8,-1
1709,2.0,2.0,0.1,24.1,23.1,53.0,27.8,-1
1713,1.0,1.0,0.1,24.1,23.1,53.0,27.8,0
1714,1.0,1.0,0.1,24.1,23.1,53.0,27.8,-1
1717,1.0,2.0,0.1,24.1,23.1,53.0,27.8,0
1721,2.0,1.0,0.1,24.1,23.1,53.0,27.8,-1
1726,3.0,2.0,0.1,24.1,23.1,53.0,27.8,-1
1747,2.0,2.0,0.1,24.1,23.1,53.0,27.8,0
1758,4.0,2.0,0.1,24.1,23.1,53.0,27.8,-1
1776,1.0,1.0,0.1,24.1,23.1,53.0,27.8,-2
1780,1.0,1.0,0.1,24.1,23.1,53.0,27.8,1
1782,1.0,2.0,0.1,22.0,23.1,91.0,13.1,-1
1783,1.0,2.0,0.1,22.0,23.1,91.0,13.1,1
1784,1.0,2.0,0.1,22.0,23.1,91.0,13.1,0
1785,1.0,1.0,0.1,22.0,23.1,91.0,13.1,-1
1786,2.0,1.0,0.1,22.0,23.1,91.0,13.1,-1
1787,2.0,2.0,0.1,22.0,23.1,91.0,13.1,0
1796,2.0,1.0,0.1,22.0,23.1,91.0,13.1,0
1797,2.0,2.0,0.1,22.0,23.1,91.0,13.1,-1
1807,1.0,1.0,0.1,22.0,23.1,91.0,13.1,0
1871,1.0,2.0,0.1,22.0,23.1,91.0,13.1,2
1909,1.0,1.0,0.1,21.75,23.1,91.0,8.2,0
1911,3.0,2.0,0.1,21.75,23.1,91.0,8.2,0
1913,1.0,2.0,0.1,21.75,23.1,91.0,8.2,0
1916,1.0,2.0,0.1,21.75,23.1,91.0,8.2,-1
1920,1.0,1.0,0.1,21.75,23.1,91.0,8.2,-1
1928,2.0,1.0,0.1,21.75,23.1,91.0,8.2,-1
1931,1.0,2.0,0.1,21.75,23.1,91.0,8.2,1
1951,2.0,2.0,0.1,21.75,23.1,91.0,8.2,0
1952,3.0,1.0,0.1,21.75,23.1,91.0,8.2,-1
1958,2.0,1.0,0.1,21.75,23.1,91.0,8.2,0
1961,3.0,1.0,0.1,23.7,23.1,97.0,8.9,0
1962,4.0,1.0,0.1,23.7,23.1,97.0,8.9,0
1963,2.0,1.0,0.1,23.7,23.1,97.0,8.9,-1
1964,2.0,1.0,0.1,23.7,23.1,97.0,8.9,0
1971,3.0,1.0,0.1,23.7,23.1,97.0,8.9,-1
1974,3.0,2.0,0.1,23.7,23.1,97.0,8.9,1
1976,2.0,2.0,0.1,23.7,23.1,97.0,8.9,-1
1981,5.0,2.0,0.1,23.7,23.1,97.0,8.9,0
1983,5.0,2.0,0.1,23.7,23.1,97.0,8.9,-1
1985,4.0,2.0,0.1,23.7,23.1,97.0,8.9,-1
1986,2.0,2.0,0.1,23.7,23.1,87.0,10.0,-1
1987,2.0,1.0,0.1,23.7,23.1,87.0,10.0,-1
1988,1.0,2.0,0.1,23.7,23.1,87.0,10.0,0
1990,2.0,1.0,0.1,23.7,23.1,87.0,10.0,1
1991,1.0,1.0,0.1,23.7,23.1,87.0,10.0,-1
1992,1.0,1.0,0.1,23.7,23.1,87.0,10.0,0
1993,1.0,1.0,0.1,23.7,23.1,87.0,10.0,1
1994,2.0,1.0,0.1,23.7,23.1,87.0,10.0,0
1998,6.0,1.0,0.1,23.7,23.1,87.0,10.0,0
1999,2.0,1.0,0.1,23.7,23.1,87.0,10.0,-2
2003,2.0,2.0,0.1,23.7,23.1,87.0,10.0,0
2007,4.0,1.0,0.1,23.7,23.1,87.0,10.0,0
2018,3.0,2.0,0.1,23.7,23.1,87.0,10.0,0
2024,1.0,2.0,0.1,23.7,23.1,87.0,10.0,1
2049,6.0,2.0,0.1,23.7,23.1,87.0,10.0,0
2054,2.0,1.0,0.1,23.7,23.1,51.0,20.4,0
2056,2.0,1.0,0.1,23.7,23.1,51.0,20.4,1
2057,1.0,1.0,0.1,23.7,23.1,51.0,20.4,0
2060,1.0,2.0,0.1,23.7,23.1,51.0,20.4,0
2063,3.0,2.0,0.1,23.7,23.1,51.0,20.4,-1
2069,2.0,1.0,0.1,23.7,23.1,51.0,20.4,-1
2078,3.0,1.0,0.1,23.7,23.1,51.0,20.4,0
2081,2.0,2.0,0.1,23.7,23.1,51.0,20.4,0
2093,1.0,1.0,0.1,23.7,23.1,51.0,20.4,-1
2100,3.0,2.0,0.1,23.7,23.1,51.0,20.4,0
2101,3.0,1.0,0.1,23.7,23.1,51.0,20.4,-1
2102,4.0,1.0,0.1,23.7,23.1,51.0,20.4,0
2103,2.0,2.0,0.1,23.7,23.1,51.0,20.4,-1
2104,1.0,2.0,0.1,23.4,23.1,71.3,14.27,0
2105,1.0,1.0,0.1,23.4,23.1,71.3,14.27,-1
2106,2.0,2.0,0.1,23.4,23.1,71.3,14.27,0
2108,2.0,1.0,0.1,23.4,23.1,71.3,14.27,-1
2109,1.0,1.0,0.1,23.4,23.1,71.3,14.27,0
2112,4.0,1.0,0.1,23.4,23.1,71.3,14.27,0
2118,2.0,1.0,0.1,23.4,23.1,71.3,14.27,-2
2119,1.0,1.0,0.1,23.4,23.1,71.3,14.27,-2
2135,1.0,2.0,0.1,23.4,23.1,71.3,14.27,-1
2137,2.0,2.0,0.1,23.4,23.1,71.3,14.27,-1
2140,2.0,1.0,0.1,23.4,23.1,71.3,14.27,0
2160,2.0,1.0,0.1,22.6,23.1,79.0,3.3,-1
2161,2.0,2.0,0.1,22.6,23.1,79.0,3.3,0
2164,2.0,2.0,0.1,22.6,23.1,79.0,3.3,-1
2169,3.0,1.0,0.1,22.6,23.1,79.0,3.3,-1
2170,3.0,2.0,0.1,22.6,23.1,79.0,3.3,0
2172,2.0,2.0,0.1,23.7,23.1,67.8,-1.12,0
2173,1.0,2.0,0.1,23.7,23.1,67.8,-1.12,-1
2174,3.0,2.0,0.1,23.7,23.1,67.8,-1.12,-1
2177,1.0,1.0,0.1,23.7,23.1,67.8,-1.12,0
2178,1.0,1.0,0.1,23.7,23.1,67.8,-1.12,-1
2179,2.0,2.0,0.1,23.7,23.1,67.8,-1.12,-1
2181,2.0,1.0,0.1,23.7,23.1,67.8,-1.12,-1
2182,2.0,1.0,0.1,23.7,23.1,67.8,-1.12,0
2183,3.0,2.0,0.1,23.7,23.1,67.8,-1.12,0
2188,1.0,2.0,0.1,23.7,23.1,67.8,-1.12,0
2190,1.0,2.0,0.1,23.7,23.1,67.8,-1.12,1
2192,2.0,2.0,0.1,23.7,23.1,67.8,-1.12,1
2198,4.0,1.0,0.1,23.7,23.1,67.8,-1.12,0
2218,3.0,1.0,0.1,23.7,23.1,67.8,-1.12,-1
2221,1.0,2.0,0.1,23.7,23.1,53.8949999999999,16.935,-1
2224,1.0,2.0,0.1,23.7,23.1,53.8949999999999,16.935,0
2225,2.0,2.0,0.1,23.7,23.1,53.8949999999999,16.935,-1
2228,2.0,1.0,0.1,23.7,23.1,53.8949999999999,16.935,0
2233,1.0,2.0,0.1,22.0,23.1,52.245,17.045,1
2234,1.0,2.0,0.1,22.0,23.1,52.245,17.045,-1
2235,1.0,2.0,0.1,22.0,23.1,52.245,17.045,0
2236,2.0,2.0,0.1,22.0,23.1,52.245,17.045,-1
2237,1.0,2.0,0.1,22.0,23.1,52.245,17.045,-2
2238,1.0,1.0,0.1,22.0,23.1,52.245,17.045,-1
2239,2.0,2.0,0.1,22.0,23.1,52.245,17.045,0
2255,1.0,1.0,0.1,19.0,23.1,41.7,17.5366666666666,-1
2256,2.0,2.0,0.1,19.0,23.1,41.7,17.5366666666666,0
2257,1.0,2.0,0.1,19.0,23.1,41.7,17.5366666666666,-1
2258,1.0,1.0,0.1,19.0,23.1,41.7,17.5366666666666,0
2260,1.0,2.0,0.1,19.0,23.1,41.7,17.5366666666666,0
2261,2.0,2.0,0.1,19.0,23.1,41.7,17.5366666666666,-1
2264,2.0,1.0,0.1,19.0,23.1,41.7,17.5366666666666,-1
2278,2.0,1.0,0.1,19.0,23.1,41.7,17.5366666666666,0
2280,2.0,2.0,0.2,23.05,23.1,64.16,15.035,0
2281,2.0,2.0,0.2,23.05,23.1,64.16,15.035,-1
2285,3.0,2.0,0.2,23.05,23.1,64.16,15.035,0
2288,3.0,1.0,0.2,23.05,23.1,64.16,15.035,0
2289,2.0,1.0,0.2,23.05,23.1,64.16,15.035,0
2293,2.0,1.0,0.2,23.05,23.1,64.16,15.035,1
2296,2.0,2.0,0.2,23.05,23.1,64.16,15.035,1
2298,2.0,1.0,0.2,23.05,23.1,64.16,15.035,-1
2299,3.0,2.0,0.4,20.65,23.1,37.7549999999999,19.94,0
2300,2.0,2.0,0.4,20.65,23.1,37.7549999999999,19.94,0
2301,2.0,2.0,0.4,20.65,23.1,37.7549999999999,19.94,-1
2309,3.0,1.0,0.4,20.65,23.1,37.7549999999999,19.94,0
2315,2.0,1.0,0.4,20.65,23.1,37.7549999999999,19.94,0
2319,2.0,2.0,0.2,21.75,23.1,37.256666666666604,20.25,0
2320,1.0,2.0,0.2,21.75,23.1,37.256666666666604,20.25,-1
2323,1.0,2.0,0.2,21.75,23.1,37.256666666666604,20.25,0
2325,3.0,2.0,0.2,21.75,23.1,37.256666666666604,20.25,-1
2330,1.0,1.0,0.2,21.75,23.1,37.256666666666604,20.25,0
2331,1.0,2.0,0.2,21.75,23.1,37.256666666666604,20.25,-2
2341,2.0,2.0,0.3,21.25,23.1,36.565,20.25,0
2342,2.0,1.0,0.3,21.25,23.1,36.565,20.25,0
2343,1.0,2.0,0.3,21.25,23.1,36.565,20.25,0
2348,3.0,2.0,0.3,21.25,23.1,36.565,20.25,-1
2353,2.0,2.0,0.3,21.25,23.1,36.565,20.25,-1
2355,3.0,2.0,0.3,21.25,23.1,36.565,20.25,0
2362,2.0,2.0,0.3,21.25,23.1,36.565,20.25,1
2368,3.0,1.0,0.2,23.25,23.1,46.9,20.18,1
2369,2.0,2.0,0.2,23.25,23.1,46.9,20.18,0
2372,3.0,2.0,0.2,23.25,23.1,46.9,20.18,0
2374,2.0,2.0,0.2,23.25,23.1,46.9,20.18,-1
2376,2.0,2.0,0.1,21.65,23.1,82.1428571428571,26.9714285714285,-1
2377,2.0,2.0,0.1,21.65,23.1,82.1428571428571,26.9714285714285,0
2383,2.0,1.0,0.1,21.65,23.1,82.1428571428571,26.9714285714285,-1
2384,2.0,2.0,0.1,21.65,23.1,82.1428571428571,26.9714285714285,-2
2390,1.0,2.0,0.2,24.35,23.1,79.5714285714285,27.7,-1
2391,2.0,1.0,0.2,24.35,23.1,79.5714285714285,27.7,-1
2392,1.0,1.0,0.2,24.35,23.1,79.5714285714285,27.7,0
2393,2.0,2.0,0.2,24.35,23.1,79.5714285714285,27.7,-1
2398,2.0,2.0,0.2,24.35,23.1,79.5714285714285,27.7,0
2405,1.0,2.0,0.2,24.35,23.1,79.5714285714285,27.7,0
2410,1.0,1.0,0.2,24.35,23.1,79.5714285714285,27.7,-1
2415,2.0,1.0,0.2,24.35,23.1,79.5714285714285,27.7,0
2423,3.0,2.0,0.2,24.35,23.1,79.5714285714285,27.7,-1
2429,2.0,2.0,0.1,26.2,23.1,79.5714285714285,27.7,-1
2430,2.0,2.0,0.1,26.2,23.1,79.5714285714285,27.7,1
2431,2.0,2.0,0.1,26.2,23.1,79.5714285714285,27.7,0
2440,2.0,1.0,0.1,26.2,23.1,79.5714285714285,27.7,0
2447,1.0,2.0,0.1,26.2,23.1,79.5714285714285,27.7,-1
2451,1.0,2.0,0.1,21.55,23.1,74.71428571428571,28.957142857142802,-1
2452,2.0,1.0,0.1,21.55,23.1,74.71428571428571,28.957142857142802,-2
2453,1.0,1.0,0.1,21.55,23.1,74.71428571428571,28.957142857142802,-1
2455,2.0,1.0,0.1,21.55,23.1,74.71428571428571,28.957142857142802,-1
2456,2.0,2.0,0.1,21.55,23.1,74.71428571428571,28.957142857142802,-2
2458,2.0,2.0,0.1,21.55,23.1,74.71428571428571,28.957142857142802,-1
