,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
5359,2.0,1.0,0.1,23.7,23.1,37.0,31.0,2
5360,1.0,1.0,0.1,23.7,23.1,37.0,31.0,2
5361,1.0,1.0,0.1,23.7,23.1,37.0,31.0,-1
5362,2.0,2.0,0.1,23.7,23.1,37.0,31.0,0
5363,1.0,2.0,0.1,23.7,23.1,37.0,31.0,1
5364,4.0,2.0,0.1,23.7,23.1,37.0,31.0,0
5365,2.0,1.0,0.1,23.7,23.1,37.0,31.0,1
5368,2.0,1.0,0.1,23.7,23.1,37.0,31.0,0
5369,1.0,2.0,0.1,23.7,23.1,37.0,31.0,-1
5371,1.0,1.0,0.1,23.7,23.1,37.0,31.0,0
5373,2.0,2.0,0.1,23.7,23.1,37.0,31.0,2
5377,2.0,2.0,0.1,23.7,23.1,37.0,31.0,-1
5378,1.0,2.0,0.1,23.7,23.1,37.0,31.0,-2
5385,2.0,2.0,0.1,23.7,23.1,58.0,26.5,0
5387,1.0,2.0,0.1,23.7,23.1,58.0,26.5,0
5391,1.0,1.0,0.1,23.7,23.1,58.0,26.5,0
5403,1.0,2.0,0.1,23.7,23.1,58.0,26.5,-1
5404,2.0,2.0,0.1,23.7,23.1,58.0,26.5,1
5408,1.0,1.0,0.1,23.7,23.1,26.0,32.0,-1
5409,1.0,2.0,0.1,23.7,23.1,26.0,32.0,0
5412,1.0,1.0,0.1,23.7,23.1,26.0,32.0,0
5414,1.0,2.0,0.1,23.7,23.1,26.0,32.0,-1
5420,2.0,2.0,0.1,23.7,23.1,26.0,32.0,-1
5421,1.0,2.0,0.1,23.7,23.1,26.0,32.0,1
5423,1.0,2.0,0.1,23.7,23.1,24.0,30.0,0
5424,2.0,1.0,0.1,23.7,23.1,24.0,30.0,0
5426,2.0,2.0,0.1,23.7,23.1,24.0,30.0,1
5428,1.0,1.0,0.1,23.7,23.1,24.0,30.0,0
5434,1.0,1.0,0.1,23.7,23.1,24.0,30.0,1
5435,1.0,2.0,0.1,23.7,23.1,24.0,30.0,1
5441,1.0,2.0,0.1,23.7,23.1,24.0,30.0,2
5442,2.0,2.0,0.1,23.7,23.1,19.0,36.0,1
5444,1.0,2.0,0.1,23.7,23.1,19.0,36.0,0
5446,2.0,2.0,0.1,23.7,23.1,19.0,36.0,-2
5447,2.0,2.0,0.1,23.7,23.1,19.0,36.0,-1
5448,2.0,2.0,0.1,23.7,23.1,19.0,36.0,0
5451,1.0,1.0,0.1,23.7,23.1,19.0,36.0,0
5452,1.0,2.0,0.1,23.7,23.1,19.0,36.0,1
5455,1.0,2.0,0.1,23.7,23.1,19.0,36.0,-1
5456,2.0,2.0,0.1,23.7,23.1,19.0,35.0,0
5458,2.0,2.0,0.1,23.7,23.1,19.0,35.0,-1
5459,2.0,2.0,0.1,23.7,23.1,19.0,35.0,1
5465,1.0,2.0,0.1,23.7,23.1,19.0,35.0,0
5467,1.0,2.0,0.1,23.7,23.1,19.0,35.0,1
5475,2.0,2.0,0.1,23.7,23.1,28.0,35.0,0
5476,2.0,2.0,0.1,23.7,23.1,28.0,35.0,1
5477,1.0,2.0,0.1,23.7,23.1,28.0,35.0,0
5480,2.0,2.0,0.1,23.7,23.1,28.0,35.0,2
5486,3.0,2.0,0.1,23.7,23.1,28.0,35.0,0
5488,2.0,1.0,0.1,23.7,23.1,28.0,35.0,1
5489,2.0,1.0,0.1,23.7,23.1,24.0,34.0,0
5491,2.0,2.0,0.1,23.7,23.1,24.0,34.0,0
5494,2.0,1.0,0.1,23.7,23.1,24.0,34.0,-1
5496,2.0,2.0,0.1,23.7,23.1,24.0,34.0,1
5505,2.0,1.0,0.1,23.7,23.1,30.0,18.0,0
5506,2.0,2.0,0.1,23.7,23.1,30.0,18.0,-1
5508,1.0,1.0,0.1,23.7,23.1,30.0,18.0,-1
5512,2.0,1.0,0.1,23.7,23.1,30.0,18.0,-1
5513,1.0,1.0,0.1,23.7,23.1,30.0,18.0,0
5514,2.0,2.0,0.1,23.7,23.1,30.0,18.0,0
5518,2.0,2.0,0.1,23.7,23.1,51.0,12.0,-1
5519,2.0,2.0,0.1,23.7,23.1,51.0,12.0,1
5520,2.0,2.0,0.1,23.7,23.1,51.0,12.0,0
5532,2.0,2.0,0.1,23.7,23.1,77.0,12.0,1
5533,2.0,2.0,0.1,23.7,23.1,77.0,12.0,0
5535,1.0,2.0,0.1,23.7,23.1,77.0,12.0,1
5536,1.0,2.0,0.1,23.7,23.1,77.0,12.0,-2
5537,2.0,2.0,0.1,23.7,23.1,77.0,12.0,-1
5543,1.0,2.0,0.1,23.7,23.1,77.0,12.0,0
5547,2.0,2.0,0.1,23.7,23.1,77.0,12.0,2
5551,1.0,1.0,0.1,23.7,23.1,77.0,12.0,1
5552,2.0,1.0,0.1,23.7,23.1,77.0,12.0,0
5553,1.0,1.0,0.1,23.7,23.1,77.0,12.0,0
5554,1.0,1.0,0.2,28.3,23.1,69.0,31.0,0
5556,1.0,1.0,0.2,28.3,23.1,69.0,31.0,-1
5558,1.0,2.0,0.2,28.3,23.1,69.0,31.0,0
5560,1.0,1.0,0.2,28.3,23.1,69.0,31.0,-2
5566,1.0,1.0,0.2,28.3,23.1,69.0,31.0,2
5569,2.0,1.0,0.2,28.3,23.1,69.0,31.0,0
5570,1.0,2.0,0.2,28.3,23.1,69.0,31.0,-1
5618,2.0,2.0,0.2,28.3,23.1,69.0,31.0,0
5648,2.0,1.0,0.1,22.0,23.1,64.0,7.0,0
5649,1.0,1.0,0.1,22.0,23.1,64.0,7.0,0
5650,1.0,2.0,0.1,22.0,23.1,64.0,7.0,0
5652,1.0,1.0,0.1,22.0,23.1,64.0,7.0,-1
5654,2.0,2.0,0.1,22.0,23.1,64.0,7.0,-1
5667,3.0,1.0,0.1,22.0,23.1,64.0,7.0,0
5679,2.0,1.0,0.1,22.0,23.1,64.0,7.0,-1
5681,1.0,1.0,0.1,22.0,23.1,64.0,7.0,2
5691,2.0,2.0,0.1,22.0,23.1,64.0,7.0,0
5711,6.0,1.0,0.1,22.0,23.1,64.0,7.0,0
5717,3.0,1.0,0.02,26.3,23.1,54.0,22.8,-1
5718,2.0,1.0,0.02,26.3,23.1,54.0,22.8,0
5719,3.0,2.0,0.02,26.3,23.1,54.0,22.8,2
5721,3.0,2.0,0.02,26.3,23.1,54.0,22.8,-1
5722,3.0,1.0,0.02,26.3,23.1,54.0,22.8,2
5723,3.0,1.0,0.02,26.3,23.1,54.0,22.8,0
5728,4.0,2.0,0.02,26.3,23.1,54.0,22.8,1
5730,4.0,2.0,0.02,26.3,23.1,54.0,22.8,0
5732,3.0,1.0,0.02,26.3,23.1,54.0,22.8,1
5733,4.0,1.0,0.02,26.3,23.1,54.0,22.8,0
5734,3.0,1.0,0.03,26.45,23.1,54.0,24.0,0
5735,3.0,2.0,0.03,26.45,23.1,54.0,24.0,0
5736,2.0,1.0,0.03,26.45,23.1,54.0,24.0,0
5737,2.0,1.0,0.03,26.45,23.1,54.0,24.0,-1
5739,2.0,1.0,0.01,26.2,23.1,54.0,23.6,0
5740,3.0,2.0,0.01,26.2,23.1,54.0,23.6,0
5741,2.0,1.0,0.01,26.2,23.1,54.0,23.6,-1
5743,2.0,1.0,0.01,26.2,23.1,54.0,23.6,1
5752,1.0,1.0,0.01,26.2,23.1,54.0,23.6,-1
5755,2.0,2.0,0.01,26.2,23.1,54.0,23.6,0
5760,2.0,1.0,0.0,25.75,23.1,54.0,18.5,0
5761,3.0,1.0,0.0,25.75,23.1,54.0,18.5,0
5762,3.0,1.0,0.0,25.75,23.1,54.0,18.5,2
5764,2.0,1.0,0.0,25.75,23.1,54.0,18.5,-1
5770,4.0,1.0,0.0,25.75,23.1,54.0,18.5,0
5772,5.0,1.0,0.0,25.75,23.1,54.0,18.5,0
5779,1.0,1.0,0.1,25.6,23.1,54.0,24.7,-1
5780,2.0,2.0,0.1,25.6,23.1,54.0,24.7,-1
5781,2.0,1.0,0.1,25.6,23.1,54.0,24.7,-1
5782,2.0,1.0,0.1,25.6,23.1,54.0,24.7,0
5791,1.0,1.0,0.1,25.6,23.1,54.0,24.7,0
5793,1.0,2.0,0.1,25.6,23.1,54.0,24.7,-1
5803,2.0,1.0,0.1,25.6,23.1,54.0,24.7,1
5808,3.0,2.0,0.1,25.2,23.1,54.0,23.9,-1
5809,4.0,1.0,0.1,25.2,23.1,54.0,23.9,-1
5810,3.0,1.0,0.1,25.2,23.1,54.0,23.9,1
5811,3.0,1.0,0.1,25.2,23.1,54.0,23.9,0
5816,3.0,1.0,0.1,25.2,23.1,54.0,23.9,-1
5817,3.0,2.0,0.1,25.2,23.1,54.0,23.9,0
5823,6.0,1.0,0.1,25.2,23.1,54.0,23.9,0
5824,4.0,1.0,0.1,25.2,23.1,54.0,23.9,0
5825,2.0,1.0,0.05,22.4,23.1,38.0,13.7,-1
5826,2.0,1.0,0.05,22.4,23.1,38.0,13.7,0
5831,1.0,1.0,0.05,22.4,23.1,38.0,13.7,-1
5832,2.0,2.0,0.05,22.4,23.1,38.0,13.7,-1
5843,2.0,2.0,0.05,22.4,23.1,38.0,13.7,0
5844,3.0,1.0,0.05,22.4,23.1,38.0,13.7,-1
5849,3.0,1.0,0.06,23.7,23.1,44.0,20.9,-1
5850,2.0,1.0,0.06,23.7,23.1,44.0,20.9,-2
5851,4.0,1.0,0.06,23.7,23.1,44.0,20.9,-1
5852,2.0,1.0,0.06,23.7,23.1,44.0,20.9,-1
5854,3.0,1.0,0.06,23.7,23.1,44.0,20.9,-2
5856,3.0,2.0,0.06,23.7,23.1,44.0,20.9,0
5858,2.0,1.0,0.09,23.3,23.1,39.0,21.7,0
5859,2.0,1.0,0.09,23.3,23.1,39.0,21.7,-2
5860,2.0,2.0,0.09,23.3,23.1,39.0,21.7,-1
5862,2.0,1.0,0.09,23.3,23.1,39.0,21.7,-1
5863,3.0,1.0,0.09,23.3,23.1,39.0,21.7,0
5866,3.0,2.0,0.09,23.3,23.1,39.0,21.7,-1
5873,1.0,2.0,0.09,23.3,23.1,39.0,21.7,-1
5881,2.0,2.0,0.06,22.2,23.1,97.0,11.6,0
5882,2.0,1.0,0.06,22.2,23.1,97.0,11.6,-1
5883,2.0,2.0,0.06,22.2,23.1,97.0,11.6,-1
5885,3.0,1.0,0.06,22.2,23.1,97.0,11.6,0
5887,2.0,1.0,0.06,22.2,23.1,97.0,11.6,0
5890,3.0,2.0,0.06,22.2,23.1,97.0,11.6,-1
5893,2.0,1.0,0.09,22.6,23.1,98.0,10.4,-1
5894,1.0,1.0,0.09,22.6,23.1,98.0,10.4,-1
5897,2.0,1.0,0.02,22.85,23.1,39.0,6.5,-1
5898,2.0,1.0,0.02,22.85,23.1,39.0,6.5,0
5900,3.0,2.0,0.02,22.85,23.1,39.0,6.5,-1
5903,3.0,1.0,0.02,22.85,23.1,39.0,6.5,0
5905,2.0,2.0,0.02,22.85,23.1,39.0,6.5,-1
5906,1.0,1.0,0.02,22.85,23.1,39.0,6.5,-1
5909,3.0,1.0,0.02,22.85,23.1,39.0,6.5,-1
5918,2.0,2.0,0.02,22.85,23.1,39.0,6.5,0
5919,2.0,1.0,0.1,30.01,23.1,73.4,30.17,1
5920,2.0,2.0,0.1,30.01,23.1,73.4,30.17,0
5922,2.0,2.0,0.1,30.01,23.1,73.4,30.17,-1
5923,2.0,1.0,0.1,30.01,23.1,73.4,30.17,-1
5925,2.0,1.0,0.1,30.01,23.1,73.4,30.17,0
5926,1.0,1.0,0.1,30.01,23.1,73.4,30.17,0
5928,2.0,2.0,0.1,30.01,23.1,73.4,30.17,2
5929,1.0,2.0,0.1,30.01,23.1,73.4,30.17,0
5942,1.0,1.0,0.1,30.01,23.1,73.4,30.17,-1
5946,1.0,1.0,0.1,30.01,23.1,73.4,30.17,1
5949,2.0,2.0,0.1,30.01,23.1,73.4,30.17,1
5952,1.0,1.0,0.1,30.01,23.1,73.4,30.17,2
5964,2.0,1.0,0.1,30.01,23.1,73.4,30.17,2
5973,1.0,1.0,0.27,30.01625,30.0,77.0,29.72,0
5974,2.0,1.0,0.27,30.01625,30.0,77.0,29.72,0
5976,2.0,1.0,0.27,30.01625,30.0,77.0,29.72,1
5977,2.0,2.0,0.27,30.01625,30.0,77.0,29.72,0
5980,2.0,2.0,0.27,30.01625,30.0,77.0,29.72,-1
5990,2.0,2.0,0.27,30.01625,30.0,77.0,29.72,1
5994,2.0,1.0,0.27,30.01625,30.0,77.0,29.72,-1
5998,1.0,1.0,0.27,30.01625,30.0,77.0,29.72,1
6010,1.0,2.0,0.27,30.01625,30.0,77.0,29.72,1
6023,2.0,2.0,0.1,26.8,23.1,69.0,29.4,-2
6024,1.0,1.0,0.1,26.8,23.1,69.0,29.4,-1
6025,2.0,1.0,0.1,26.8,23.1,69.0,29.4,-1
6028,1.0,1.0,0.1,26.8,23.1,69.0,29.4,0
6031,2.0,2.0,0.1,26.8,23.1,69.0,29.4,-1
6032,1.0,2.0,0.1,26.8,23.1,69.0,29.4,0
6037,2.0,2.0,0.1,26.8,23.1,69.0,29.4,0
6039,1.0,2.0,0.1,26.8,23.1,69.0,29.4,-1
6051,1.0,2.0,0.1,26.8,23.1,69.0,29.4,-2
6069,1.0,2.0,0.1,23.7,23.1,79.0,27.8,0
6070,3.0,2.0,0.1,23.7,23.1,79.0,27.8,-1
6072,1.0,2.0,0.1,23.7,23.1,79.0,27.8,-1
6073,4.0,1.0,0.1,23.7,23.1,79.0,27.8,-1
6074,1.0,1.0,0.1,23.7,23.1,79.0,27.8,-1
6088,1.0,1.0,0.1,23.7,23.1,79.0,27.8,0
6090,2.0,2.0,0.1,23.7,23.1,79.0,27.8,-1
6097,2.0,2.0,0.1,23.7,23.1,79.0,27.8,0
6098,2.0,1.0,0.1,23.7,23.1,79.0,27.8,0
6107,2.0,1.0,0.1,23.7,23.1,79.0,27.8,-1
6115,2.0,2.0,0.1,28.5,23.1,86.5,27.5,0
6119,3.0,2.0,0.1,28.5,23.1,86.5,27.5,-1
6120,2.0,2.0,0.1,28.5,23.1,86.5,27.5,-1
6121,2.0,2.0,0.1,28.5,23.1,86.5,27.5,1
6122,2.0,1.0,0.1,28.5,23.1,86.5,27.5,0
6125,3.0,1.0,0.1,28.5,23.1,86.5,27.5,1
6127,3.0,1.0,0.1,28.5,23.1,86.5,27.5,0
6129,5.0,1.0,0.1,28.5,23.1,86.5,27.5,1
6135,3.0,2.0,0.1,28.5,23.1,86.5,27.5,0
6138,2.0,1.0,0.1,28.5,23.1,86.5,27.5,2
6151,2.0,2.0,0.15,25.7,23.1,81.5,27.8,-1
6155,2.0,1.0,0.15,25.7,23.1,81.5,27.8,-1
6156,2.0,1.0,0.15,25.7,23.1,81.5,27.8,0
6158,3.0,1.0,0.15,25.7,23.1,81.5,27.8,0
6160,1.0,1.0,0.15,25.7,23.1,81.5,27.8,-1
6161,3.0,2.0,0.15,25.7,23.1,81.5,27.8,-1
6164,2.0,2.0,0.15,25.7,23.1,81.5,27.8,0
6168,3.0,2.0,0.15,25.7,23.1,81.5,27.8,0
6185,2.0,1.0,0.15,25.7,23.1,81.5,27.8,1
6188,2.0,1.0,0.1,27.4,23.1,68.0,31.7,-1
6189,1.0,1.0,0.1,27.4,23.1,68.0,31.7,-1
6193,1.0,2.0,0.1,27.4,23.1,68.0,31.7,-1
6195,1.0,1.0,0.1,27.4,23.1,68.0,31.7,0
6203,2.0,2.0,0.1,27.4,23.1,68.0,31.7,-1
6209,3.0,1.0,0.1,27.4,23.1,68.0,31.7,0
6210,1.0,1.0,0.1,27.4,23.1,68.0,31.7,-2
6214,1.0,2.0,0.1,27.4,23.1,68.0,31.7,0
6237,2.0,1.0,0.1,27.4,23.1,68.0,31.7,0
6240,2.0,2.0,0.1,23.7,23.1,32.0,33.0,0
6241,2.0,1.0,0.1,23.7,23.1,32.0,33.0,1
6242,2.0,1.0,0.1,23.7,23.1,32.0,33.0,0
6246,3.0,2.0,0.1,23.7,23.1,32.0,33.0,0
6250,1.0,2.0,0.1,23.7,23.1,32.0,33.0,2
6252,4.0,2.0,0.1,23.7,23.1,32.0,33.0,0
6254,5.0,2.0,0.1,23.7,23.1,32.0,33.0,0
6255,3.0,2.0,0.1,23.7,23.1,32.0,33.0,1
6259,2.0,1.0,0.1,23.7,23.1,32.0,33.0,-1
6262,2.0,2.0,0.1,23.7,23.1,32.0,33.0,-1
6265,1.0,2.0,0.1,23.7,23.1,32.0,33.0,1
6266,2.0,2.0,0.1,23.7,23.1,32.0,33.0,1
6270,2.0,1.0,0.1,23.7,23.1,32.0,33.0,2
6275,3.0,1.0,0.1,23.7,23.1,32.0,33.0,0
6277,2.0,2.0,0.1,23.7,23.1,32.0,33.0,2
6280,3.0,2.0,0.1,23.7,23.1,32.0,33.0,-1
6296,4.0,2.0,0.1,23.7,23.1,32.0,33.0,2
6318,2.0,2.0,0.1,23.7,23.1,22.0,36.9,2
6320,2.0,1.0,0.1,23.7,23.1,22.0,36.9,0
6321,2.0,2.0,0.1,23.7,23.1,22.0,36.9,1
6323,4.0,2.0,0.1,23.7,23.1,22.0,36.9,0
6325,2.0,2.0,0.1,23.7,23.1,22.0,36.9,0
6326,3.0,2.0,0.1,23.7,23.1,22.0,36.9,-2
6327,1.0,2.0,0.1,23.7,23.1,22.0,36.9,1
6328,3.0,2.0,0.1,23.7,23.1,22.0,36.9,0
6329,3.0,2.0,0.1,23.7,23.1,22.0,36.9,-1
6343,3.0,2.0,0.1,23.7,23.1,90.0,24.5,0
6344,1.0,1.0,0.1,23.7,23.1,90.0,24.5,-1
6345,2.0,1.0,0.1,23.7,23.1,90.0,24.5,-1
6348,1.0,2.0,0.1,23.7,23.1,90.0,24.5,0
6349,1.0,2.0,0.1,23.7,23.1,90.0,24.5,-1
6351,1.0,1.0,0.1,23.7,23.1,90.0,24.5,0
6353,2.0,2.0,0.1,23.7,23.1,90.0,24.5,-1
6356,2.0,2.0,0.1,23.7,23.1,90.0,24.5,0
6357,2.0,1.0,0.1,23.7,23.1,90.0,24.5,0
6358,1.0,1.0,0.1,23.7,23.1,90.0,24.5,-2
6361,1.0,2.0,0.1,23.7,23.1,90.0,24.5,1
6372,5.0,2.0,0.1,23.7,23.1,90.0,24.5,-1
6391,2.0,1.0,0.1,23.7,23.1,62.5,19.94,0
6393,1.0,1.0,0.1,23.7,23.1,62.5,19.94,0
6394,1.0,1.0,0.1,23.7,23.1,62.5,19.94,-1
6395,1.0,2.0,0.1,23.7,23.1,62.5,19.94,0
6397,4.0,1.0,0.1,23.7,23.1,62.5,19.94,0
6398,1.0,2.0,0.1,23.7,23.1,62.5,19.94,1
6399,1.0,2.0,0.1,23.7,23.1,62.5,19.94,-1
6400,2.0,2.0,0.1,23.7,23.1,62.5,19.94,0
6401,2.0,2.0,0.1,23.7,23.1,62.5,19.94,1
6404,2.0,2.0,0.1,23.7,23.1,62.5,19.94,-1
6406,3.0,2.0,0.1,23.7,23.1,62.5,19.94,0
6408,3.0,2.0,0.1,23.7,23.1,62.5,19.94,-1
6425,2.0,2.0,0.1,23.7,23.1,62.5,19.94,2
6427,1.0,2.0,0.1,23.7,23.1,72.0,31.0,0
6429,1.0,2.0,0.1,23.7,23.1,72.0,31.0,-1
6431,1.0,1.0,0.1,23.7,23.1,72.0,31.0,-1
6432,2.0,2.0,0.1,23.7,23.1,72.0,31.0,-1
6433,2.0,2.0,0.1,23.7,23.1,72.0,31.0,0
6434,2.0,2.0,0.1,23.7,23.1,72.0,31.0,1
6445,4.0,1.0,0.1,23.7,23.1,72.0,31.0,-1
6446,2.0,1.0,0.1,23.7,23.1,72.0,31.0,-2
6448,3.0,2.0,0.1,23.7,23.1,72.0,31.0,1
6449,3.0,2.0,0.1,23.7,23.1,72.0,31.0,2
6450,3.0,2.0,0.1,23.7,23.1,72.0,31.0,0
6453,2.0,1.0,0.1,23.7,23.1,72.0,31.0,0
6456,2.0,1.0,0.1,23.7,23.1,72.0,31.0,-1
6460,3.0,2.0,0.1,23.7,23.1,72.0,31.0,-1
6465,2.0,2.0,0.1,23.7,23.1,72.0,31.0,-2
6471,2.0,2.0,0.1,23.7,23.1,83.0,24.0,0
6472,2.0,2.0,0.1,23.7,23.1,83.0,24.0,-1
6473,3.0,2.0,0.1,23.7,23.1,83.0,24.0,0
6476,3.0,2.0,0.1,23.7,23.1,83.0,24.0,-1
6483,2.0,2.0,0.1,23.7,23.1,83.0,24.0,2
6485,1.0,2.0,0.1,23.7,23.1,83.0,24.0,2
6490,2.0,1.0,0.1,23.7,23.1,83.0,24.0,-1
6492,3.0,1.0,0.1,23.7,23.1,83.0,24.0,0
6495,2.0,1.0,0.1,23.7,23.1,83.0,24.0,0
6500,2.0,2.0,0.1,23.7,23.1,83.0,24.0,1
6516,3.0,2.0,0.1,23.7,23.1,83.0,24.0,1
6521,1.0,1.0,0.1,23.7,23.1,100.0,7.0,0
6525,1.0,2.0,0.1,23.7,23.1,100.0,7.0,-1
6526,2.0,1.0,0.1,23.7,23.1,100.0,7.0,0
6529,3.0,2.0,0.1,23.7,23.1,100.0,7.0,-1
6530,2.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6532,1.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6541,1.0,1.0,0.1,23.7,23.1,100.0,7.0,-1
6546,2.0,1.0,0.1,23.7,23.1,100.0,7.0,-1
6579,1.0,1.0,0.1,23.7,23.1,100.0,7.0,-2
6587,3.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6588,2.0,2.0,0.1,23.7,23.1,100.0,7.0,-1
6592,2.0,2.0,0.1,23.7,23.1,100.0,7.0,1
6596,6.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6630,1.0,1.0,0.1,23.7,23.1,100.0,7.0,1
6632,1.0,2.0,0.1,23.7,23.1,100.0,7.0,1
6633,4.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6670,1.0,1.0,0.1,23.7,23.1,69.0,22.0,-1
6671,2.0,1.0,0.1,23.7,23.1,69.0,22.0,-1
6672,1.0,1.0,0.1,23.7,23.1,69.0,22.0,0
6674,2.0,2.0,0.1,23.7,23.1,69.0,22.0,-1
6688,2.0,2.0,0.1,23.7,23.1,69.0,22.0,-2
6695,2.0,1.0,0.1,23.7,23.1,69.0,22.0,0
6696,1.0,2.0,0.1,23.7,23.1,69.0,22.0,0
6706,1.0,2.0,0.1,23.7,23.1,69.0,22.0,-1
6710,2.0,2.0,0.1,23.7,23.1,69.0,22.0,0
6711,1.0,1.0,0.1,23.7,23.1,69.0,14.0,0
6712,1.0,1.0,0.1,23.7,23.1,69.0,14.0,-1
6714,1.0,2.0,0.1,23.7,23.1,69.0,14.0,-1
6716,2.0,2.0,0.1,23.7,23.1,69.0,14.0,-1
6718,2.0,1.0,0.1,23.7,23.1,69.0,14.0,-1
6720,2.0,1.0,0.1,23.7,23.1,69.0,14.0,-2
6722,2.0,1.0,0.1,23.7,23.1,69.0,14.0,0
6725,2.0,1.0,0.1,23.7,23.1,75.0,32.0,-1
6726,2.0,1.0,0.1,23.7,23.1,75.0,32.0,0
6729,2.0,2.0,0.1,23.7,23.1,75.0,32.0,-1
6733,2.0,1.0,0.1,23.7,23.1,75.0,32.0,-2
6736,1.0,1.0,0.1,23.7,23.1,75.0,32.0,-1
6738,2.0,1.0,0.1,23.7,23.1,75.0,32.0,2
6747,2.0,1.0,0.1,23.7,23.1,63.0,32.8,0
6748,2.0,1.0,0.1,23.7,23.1,63.0,32.8,-1
6751,2.0,2.0,0.1,23.7,23.1,63.0,32.8,-1
6760,2.0,1.0,0.1,23.7,23.1,63.0,32.8,2
6769,2.0,2.0,0.1,23.7,23.1,63.0,32.8,0
6771,2.0,2.0,0.1,23.7,23.1,20.0,35.0,0
